kolejny dobry powstal w pokoleniu numer 1 dla osobnika numer 4, i ma dlugosc trasy: 92336,959483501
kolejny dobry powstal w pokoleniu numer 1 dla osobnika numer 5, i ma dlugosc trasy: 91887,69196541725
kolejny dobry powstal w pokoleniu numer 1 dla osobnika numer 8, i ma dlugosc trasy: 88000,41539576159
kolejny dobry powstal w pokoleniu numer 1 dla osobnika numer 21, i ma dlugosc trasy: 87744,87636791135
kolejny dobry powstal w pokoleniu numer 1 dla osobnika numer 81, i ma dlugosc trasy: 86063,58827165577
kolejny dobry powstal w pokoleniu numer 1 dla osobnika numer 102, i ma dlugosc trasy: 84058,22342543908
kolejny dobry powstal w pokoleniu numer 1 dla osobnika numer 429, i ma dlugosc trasy: 83488,36720318455
kolejny dobry powstal w pokoleniu numer 1 dla osobnika numer 862, i ma dlugosc trasy: 82046,32602927687
1;93013,85653168637
kolejny dobry powstal w pokoleniu numer 2 dla osobnika numer 799, i ma dlugosc trasy: 81778,58166653384
2;93163,1535757933
kolejny dobry powstal w pokoleniu numer 3 dla osobnika numer 1798, i ma dlugosc trasy: 81128,31860956622
3;93143,56975335616
4;93143,56002764333
5;93120,43019816857
6;93134,63979500443
kolejny dobry powstal w pokoleniu numer 7 dla osobnika numer 1969, i ma dlugosc trasy: 80379,93478366303
7;93186,01660829793
8;93190,46672656095
9;93166,81587177893
10;93110,62603180291
11;93122,46103280845
12;93024,07303071421
13;92893,36883878312
14;92900,55128437914
15;92827,30761562288
16;92818,10782434746
17;92829,28424903237
18;92792,96402963373
19;92723,17602707275
20;92720,27559034807
21;92759,98536978576
22;92817,11992911174
23;92820,74374569877
kolejny dobry powstal w pokoleniu numer 24 dla osobnika numer 1637, i ma dlugosc trasy: 79134,0519724594
24;92827,47730863604
kolejny dobry powstal w pokoleniu numer 25 dla osobnika numer 1211, i ma dlugosc trasy: 78727,12080724463
25;92830,30648978658
26;92759,60383552415
27;92725,63951725779
28;92794,40050885333
29;92775,6157222183
30;92769,56449973259
31;92718,87269798866
32;92618,61695676236
33;92762,27737157141
34;92860,73334295243
35;92682,70680414306
36;92588,96579669192
37;92531,75262254979
38;92619,22718456783
39;92635,73946132812
40;92636,66597609878
41;92582,46943820991
42;92701,38428957247
43;92723,86248887453
44;92503,90804712413
45;92508,08669711684
46;92515,69705322474
47;92550,91369529786
48;92476,95176118442
49;92401,05119524703
50;92403,65855093862
51;92369,37990447602
52;92447,92444792246
53;92387,27018860179
54;92434,02065727166
55;92443,89286389989
56;92301,92608134246
57;92310,45193504269
58;92451,0836292767
59;92357,63009695163
60;92315,61122677529
61;92304,15171002658
62;92201,60743294212
63;92277,04577561525
64;92348,87477653944
65;92467,75374812489
66;92608,44582551012
67;92704,01024013698
68;92745,80179423117
69;92701,43447182389
70;92540,60456070349
71;92590,72987797213
72;92599,95487073336
73;92689,36733033338
74;92763,90912204058
75;92716,47181163305
76;92719,95995671388
77;92807,65336722991
78;92725,64525960357
79;92741,11769914691
80;92832,3720116562
81;92673,17193719429
82;92647,60432266035
83;92550,90111085004
84;92572,7896263066
85;92487,02003588938
86;92619,11129221879
87;92675,38254157503
88;92640,97687702492
89;92587,28795109868
90;92593,8226808061
91;92720,17702945316
92;92639,24133842517
93;92685,37810505064
94;92796,49575194379
95;92901,89503711429
96;92649,94565482945
97;92635,38681924075
98;92621,13458450713
99;92706,39264204635
100;92873,51860108123
101;92912,18023611479
102;93029,36632436825
103;92931,45874053407
104;92976,35239162123
kolejny dobry powstal w pokoleniu numer 105 dla osobnika numer 1297, i ma dlugosc trasy: 77724,21112427243
105;92966,21064886333
106;93091,39168616131
107;92958,55652281281
108;93108,86594219142
109;93261,52275589225
110;93250,15095780362
111;93277,82794358843
112;93155,16849946116
113;93270,19121371981
114;93160,54489337292
115;93162,69323127711
116;93096,61716104303
117;92971,321768916
118;93055,7341351215
119;92865,7582625196
120;92822,24515268333
121;92879,99577929034
122;93099,52559737854
123;93039,83610441633
124;93149,4885706368
125;93178,04039603553
126;93315,61755326531
127;93160,47471435064
128;93119,98773886128
129;93136,24269948262
130;93064,88310835097
131;93047,2025585598
132;93230,82203780916
133;93226,26590329992
134;93198,91057278885
135;93145,58657149425
136;93229,66600620135
137;93166,1714727147
138;93070,70383920887
139;93132,96881700255
140;92997,82761826047
141;93067,56273131158
142;93111,511800368
143;93067,90359248164
144;93022,44139801447
145;92900,49437916875
146;92847,38197524092
147;93036,06471779705
148;93167,28461690064
149;93150,48256957199
150;93350,37929662762
151;93335,27330255356
152;93425,61856096094
153;93537,07410107634
154;93518,45553427539
155;93540,32632816861
156;93569,56781523331
157;93569,05260918396
158;93519,25086693147
159;93640,84879321393
160;93606,99388872976
161;93605,77377170269
162;93641,6100269311
163;93746,52898037738
164;93734,63097954485
165;93789,32058326021
166;93591,9151766414
167;93538,17878616933
168;93538,52044968311
169;93577,72737041434
170;93536,68434766695
171;93566,62968387504
172;93407,34859548538
173;93526,11347922629
174;93579,1260948061
175;93609,4488434553
176;93635,25502829703
177;93614,56848801106
178;93526,9708181465
179;93437,02974811115
180;93510,50827021421
181;93634,34767308306
182;93640,95650496914
183;93694,00813053947
184;93657,34250982682
185;93555,62625991675
186;93595,11340420293
187;93570,4063450505
188;93598,17496588793
189;93565,68674710765
190;93539,15755060528
191;93384,60915342753
192;93460,26390640465
193;93341,94857868202
194;93345,81408679066
195;93284,60869270736
196;93320,17818302532
197;93224,0370090832
198;93210,75038759041
199;93297,91142969434
200;93298,83993615334
201;93435,73031884438
202;93457,70345059145
203;93536,02826155223
204;93679,02982626761
205;93628,85234316894
206;93597,38827549684
207;93642,28187286192
208;93533,5093986622
209;93671,91731112436
210;93677,9450819744
211;93678,702431858
212;93690,74675229001
213;93718,96184497538
214;93772,04532421379
215;93634,49357838165
216;93716,01318379473
217;93705,21645791497
218;93738,39304446067
219;93683,11274897752
220;93696,61471798694
221;93616,8757545868
222;93716,07331031589
223;93732,66133362238
224;93787,4567045327
225;93644,8581437383
226;93580,81862946697
227;93551,15461602657
228;93480,68874960295
229;93424,91705034186
230;93382,57301160088
231;93282,9052730565
232;93209,7431845391
233;93109,82085274947
234;93031,81470500228
235;93175,50218525818
236;93100,36115981625
237;93101,67106079383
238;93072,53307191422
239;93174,00251302535
240;93125,46646941143
241;92943,70372077236
242;92937,99222900534
243;92922,53612578344
244;92936,37755595906
245;92936,53972293678
246;92885,53460481382
247;92887,31456763517
248;92870,88441877929
249;92877,97060483998
